link,area,quartos,vagas,banheiros,local,valor
https://sp.olx.com.br/regiao-de-bauru-e-marilia/imoveis/casa-padrao-em-lencois-paulista-1336938643,57 metros quadrados,3 quartos,1 vaga de garagem,,R$ 1.200,Lençóis Paulista -  SP
https://sp.olx.com.br/regiao-de-bauru-e-marilia/imoveis/casa-com-02-dormitorios-prox-ao-centro-e-av-nacoes-unidas-1336938635,137 metros quadrados,2 quartos,,,R$ 1.300,Bauru -  SP
https://sp.olx.com.br/regiao-de-bauru-e-marilia/imoveis/casa-condominio-em-jau-1336938636,100 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.400,Jaú -  SP
https://sp.olx.com.br/regiao-de-bauru-e-marilia/imoveis/casa-residencia-em-lencois-paulista-1336938625,80 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.500,Lençóis Paulista -  SP
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/aluga-se-casa-no-jardim-maria-amelia-1336938475,,,1 vaga de garagem,,R$ 750,Jacareí -  SP
https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-ou-alugo-santa-lucia-aguas-lindas-1336938464,32 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 15.000,Águas Lindas de Goiás -  DF
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/casa-com-3-dormitorios-para-locacao-por-r-2-600-00-centro-1336938413,279 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.600,Anápolis -  GO
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/imoveis/casa-com-2-dormitorios-por-r-1-100-00-mes-taxas-na-rua-cilon-amilton-de-paiva-n-70-pa-1336938404,90 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.100,Sant'Ana do Livramento -  RS
https://mt.olx.com.br/regiao-de-cuiaba/imoveis/aluguel-reserva-do-rio-cuiaba-1336938399,88 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 4.000,Cuiabá -  MT
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/encantadora-casa-com-3-suites-e-1-vaga-de-garagem-no-encantado-1332524390,132 metros quadrados,3 quartos,1 vaga de garagem,5 ou mais banheiros,R$ 2.350,Rio de Janeiro -  RJ
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-ampla-e-linear-para-seu-negocio-ou-moradia-no-andarai-1333492890,140 metros quadrados,5 ou mais quartos,1 vaga de garagem,4 banheiros,R$ 3.500,Rio de Janeiro -  RJ
https://ms.olx.com.br/mato-grosso-do-sul/imoveis/casa-simples-no-guanandi-de-fundos-1336938304,38 metros quadrados,,,,R$ 450,Campo Grande -  MS
https://am.olx.com.br/regiao-de-manaus/imoveis/laranjeiras-premium-250m-4-suites-edicula-com-churrasqueira-e-piscina-1336938265,250 metros quadrados,4 quartos,2 vagas de garagem,5 ou mais banheiros,R$ 5.500,Manaus -  AM
https://am.olx.com.br/regiao-de-manaus/imoveis/alugo-otima-casa-no-condominio-natal-1336938227,74 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 2.200,Manaus -  AM
https://ma.olx.com.br/regiao-de-sao-luis/imoveis/alugo-chale-duplex-em-barreinhas-1336938119,100 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 2.200,Barreirinhas -  MA
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/casa-independente-1336938060,,3 quartos,1 vaga de garagem,,R$ 1.500,Ribeirão das Neves -  MG
https://am.olx.com.br/regiao-de-manaus/imoveis/2906-casa-laranjeiras-premium-1336937492,247 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 5.500,Manaus -  AM
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-2-dormitorios-para-alugar-180-m-por-r-2-855-00-mes-bangu-santo-andre-sp-1336937467,180 metros quadrados,2 quartos,,,R$ 2.800,Santo André -  SP
https://sp.olx.com.br/grande-campinas/imoveis/sobrado-para-aluguel-e-venda-tem-243-metros-quadrados-com-3-quartos-em-vila-pagano-valin-1336937339,243 metros quadrados,3 quartos,2 vagas de garagem,5 ou mais banheiros,R$ 9.000,Valinhos -  SP
https://es.olx.com.br/norte-do-espirito-santo/imoveis/alugo-casa-pra-temporada-1336937343,80 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 200,Guarapari -  ES
https://rn.olx.com.br/rio-grande-do-norte/imoveis/aluga-kit-net-no-alecrim-1336937279,,,,,R$ 500,Natal -  RN
https://am.olx.com.br/regiao-de-manaus/imoveis/mosaico-ponta-negra-aluguel-e-venda-tem-260-m-com-3-quartos-1336937272,260 metros quadrados,3 quartos,4 vagas de garagem,3 banheiros,R$ 11.000,Manaus -  AM
https://am.olx.com.br/regiao-de-manaus/imoveis/mosaico-ponta-negra-aluguel-e-venda-tem-260-m-com-3-quartos-1336937263,260 metros quadrados,3 quartos,4 vagas de garagem,3 banheiros,R$ 11.000,Manaus -  AM
https://se.olx.com.br/sergipe/imoveis/casa-em-areia-branca-aracaju-1336937253,,2 quartos,2 vagas de garagem,,R$ 1.500,Aracaju -  SE
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-2-dormitorios-para-alugar-no-bairro-nova-gerty-em-sao-caetano-do-sul-1336936984,120 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 2.600,São Caetano do Sul -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-3-dormitorios-a-venda-ou-locacao-no-bairro-jardim-sao-caetano-em-sao-caetano-do-su-1336936956,202 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 7.000,São Caetano do Sul -  SP
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-casa-padrao-jardim-atlantico-1336936882,148 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 3.000,Belo Horizonte -  MG
https://ba.olx.com.br/sul-da-bahia/imoveis/casa-locacao-anual-1336936744,105 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 3.800,Porto Seguro -  BA
https://mt.olx.com.br/regiao-de-cuiaba/imoveis/aluguel-condominio-sao-lourenco-1336936733,89 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 3.200,Cuiabá -  MT
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/imovel-ideal-para-clinica-ou-creche-1329345425,690 metros quadrados,4 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 20.000,Rio de Janeiro -  RJ
https://ce.olx.com.br/fortaleza-e-regiao/imoveis/casa-4-quartos-3-suites-no-luciano-cavalcante-prox-shopping-via-sul-1315570092,180 metros quadrados,4 quartos,3 vagas de garagem,5 ou mais banheiros,R$ 3.300,Fortaleza -  CE
https://ba.olx.com.br/grande-salvador/imoveis/casa-em-jaua-com-piscina-privativa-promocao-3-diaria-1-100-1254689800,90 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 400,Camaçari -  BA
https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/casa-ampla-terrea-residencial-e-comercial-300m2-otima-localizacao-hauer-1315790536,300 metros quadrados,4 quartos,3 vagas de garagem,4 banheiros,R$ 5.900,Curitiba -  PR
https://am.olx.com.br/regiao-de-manaus/imoveis/condominio-residencial-passaredo-1336936704,230 metros quadrados,3 quartos,4 vagas de garagem,4 banheiros,R$ 12.000,Manaus -  AM
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-4-quartos-200-m-a-venda-por-r-890-000-ou-aluguel-por-r-4-500-mes-cidade-1336936616,200 metros quadrados,4 quartos,2 vagas de garagem,,R$ 4.500,Guarulhos -  SP
https://pe.olx.com.br/grande-recife/imoveis/preco-de-venda-casa-em-condominio-proximo-ao-centro-1336936573,250 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 2.500,Gravatá -  PE
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-para-aluguel-com-255m-e-3-vagas-na-vila-nova-conceicao-1336936540,146 metros quadrados,5 ou mais quartos,3 vagas de garagem,5 ou mais banheiros,R$ 30.000,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-locacao-residencial-ou-comercial-1336936519,250 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 4.200,São Paulo -  SP
https://ms.olx.com.br/mato-grosso-do-sul/imoveis/casa-com-area-gourmet-no-sao-conrado-1336936429,75 metros quadrados,2 quartos,3 vagas de garagem,,R$ 1.800,Campo Grande -  MS
https://am.olx.com.br/regiao-de-manaus/imoveis/imovel-para-aluguel-possui-100-metros-quadrados-com-3-quartos-em-aleixo-manaus-am-1336936114,100 metros quadrados,3 quartos,4 vagas de garagem,2 banheiros,R$ 4.000,Manaus -  AM
https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluga-se-casa-1336936010,,,,,R$ 1.100,São José -  SC
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/linda-kitnet-em-bangu-viegas-1336935954,,,,,R$ 600,Rio de Janeiro -  RJ
https://am.olx.com.br/regiao-de-manaus/imoveis/imovel-para-aluguel-com-100-metros-quadrados-com-3-quartos-em-aleixo-manaus-am-1336935913,100 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 4.500,Manaus -  AM
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-4-dormitorios-a-venda-215-m-por-r-1-430-000-00-jardim-pedroso-maua-sp-1336934584,215 metros quadrados,4 quartos,4 vagas de garagem,3 banheiros,R$ 5.000,Mauá -  SP
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluga-otima-casa-2qtos-em-sao-goncalo-no-bairro-california-1336934579,95 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.100,São Gonçalo -  RJ
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-3-dormitorios-para-alugar-100-m-vila-nova-maua-maua-sp-1336934523,100 metros quadrados,3 quartos,1 vaga de garagem,,R$ 1.200,Mauá -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-3-quartos-para-locacao-em-jardim-dos-pinheiros-sp-1336934353,100 metros quadrados,3 quartos,2 vagas de garagem,4 banheiros,R$ 2.900,Atibaia -  SP
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/kitnet-1336934313,,,,,R$ 550,Rio de Janeiro -  RJ
https://am.olx.com.br/regiao-de-manaus/imoveis/parque-10-de-novembro-duplex-com-4-quartos-sendo-3-suites-portao-electronico-2-vagas-de-1336934301,200 metros quadrados,4 quartos,2 vagas de garagem,4 banheiros,R$ 3.500,Manaus -  AM
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-3-quartos-a-venda-ou-para-locacao-em-ribeirao-dos-porcos-sp-1336934291,88 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 8.000,Atibaia -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-3-quartos-a-venda-ou-para-locacao-em-jardim-paulista-sp-1336934199,110 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.950,Atibaia -  SP
https://pe.olx.com.br/grande-recife/imoveis/casa-aluguel-comercial-com-4-salas-no-poco-da-panela-recife-1336934188,200 metros quadrados,4 quartos,,2 banheiros,R$ 5.000,Recife -  PE
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/casa-residencial-com-2-quartos-para-alugar-por-r-1250-00-50-00-m2-jarivatuba-joinvil-1336934092,50 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.250,Joinville -  SC
https://pr.olx.com.br/regiao-de-maringa/imoveis/casa-residencial-com-2-quartos-para-alugar-por-r-980-00-90-00-m2-jardim-bela-vista-p-1336933834,90 metros quadrados,2 quartos,1 vaga de garagem,,R$ 980,Paiçandu -  PR
https://ba.olx.com.br/grande-salvador/imoveis/casa-tipo-kitnet-1336933740,9 metros quadrados,,1 vaga de garagem,,R$ 649,Salvador -  BA
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-linda-casa-triplex-localizada-em-vargem-pequena-rj-1336933706,350 metros quadrados,3 quartos,2 vagas de garagem,5 ou mais banheiros,R$ 5.900,Rio de Janeiro -  RJ
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-para-aluguel-tem-240-metros-quadrados-com-3-quartos-em-jardim-ocara-santo-andre-1336933714,240 metros quadrados,3 quartos,3 vagas de garagem,3 banheiros,R$ 3.700,Santo André -  SP
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/jd-nazareth-1336933653,120 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 1.600,São José do Rio Preto -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-terrea-de-fundos-de-40-m-com-01-dormitorio-01-banheiro-social-sala-cozinha-lavan-1336933621,40 metros quadrados,,1 vaga de garagem,,R$ 1.600,Paulínia -  SP
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/casa-buona-vitta-1336933513,263 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 11.500,São José do Rio Preto -  SP
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/casa-residencial-jd-alto-alegre-1336933478,60 metros quadrados,,3 vagas de garagem,,R$ 900,São José do Rio Preto -  SP
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/jd-botanico-1336933450,268 metros quadrados,3 quartos,4 vagas de garagem,3 banheiros,R$ 5.000,Bady Bassitt -  SP
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/casa-recanto-real-1336933417,380 metros quadrados,3 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 5.500,São José do Rio Preto -  SP
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/casa-damha-v-1336933378,324 metros quadrados,4 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 8.000,São José do Rio Preto -  SP
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/condominio-gaivotas-1336933240,220 metros quadrados,3 quartos,2 vagas de garagem,4 banheiros,R$ 4.400,São José do Rio Preto -  SP
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/sobrado-jd-alto-rio-preto-1336933092,260 metros quadrados,3 quartos,5 ou mais vagas de garagem,4 banheiros,R$ 4.000,São José do Rio Preto -  SP
https://ro.olx.com.br/rondonia/imoveis/imovel-para-aluguel-com-63-metros-quadrados-com-3-quartos-em-planalto-porto-velho-ro-1336932949,63 metros quadrados,3 quartos,2 vagas de garagem,,R$ 1.680,Porto Velho -  RO
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-para-alugar-jardim-dracena-sao-paulo-1336932937,40 metros quadrados,,,,R$ 950,São Paulo -  SP
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/meu-imovel-aluga-linda-casa-villa-branca-jacarei-1336932803,100 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.500,Jacareí -  SP
https://mt.olx.com.br/regiao-de-cuiaba/imoveis/imovel-para-aluguel-possui-90-metros-quadrados-com-3-quartos-em-jardim-imperial-cuiaba-1336932712,90 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 3.800,Cuiabá -  MT
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-em-condominio-para-locacao-em-aruja-condominio-hills-iii-3-dormitorios-3-suites-4-1336932673,320 metros quadrados,3 quartos,4 vagas de garagem,4 banheiros,R$ 10.500,Arujá -  SP
https://rr.olx.com.br/roraima/imoveis/alugo-casa-no-carana-1336438645,92 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,,Boa Vista -  RR
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-1-dormitorio-para-alugar-60-m-por-r-1-170-00-mes-jardim-vera-cruz-sao-bern-1336932613,60 metros quadrados,,1 vaga de garagem,,R$ 1.100,São Bernardo do Campo -  SP
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/lindo-sobrado-no-jardim-das-industrias-em-sao-jose-dos-campos-1336932604,244 metros quadrados,4 quartos,3 vagas de garagem,3 banheiros,R$ 7.000,São José dos Campos -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-2-dormitorios-para-alugar-128-m-por-r-2-303-00-mes-jordanopolis-sao-ber-1336932606,128 metros quadrados,2 quartos,2 vagas de garagem,,R$ 2.200,São Bernardo do Campo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-1-dormitorio-para-alugar-por-r-1-040-00-mes-jardim-beatriz-sao-bernardo-do-c-1336932596,40 metros quadrados,,,,R$ 1.000,São Bernardo do Campo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-3-dormitorios-para-alugar-por-r-2-719-00-mes-vila-rosa-sao-bernardo-do-ca-1336932591,110 metros quadrados,3 quartos,2 vagas de garagem,,R$ 2.600,São Bernardo do Campo -  SP
https://mt.olx.com.br/regiao-de-cuiaba/imoveis/aluga-se-casa-no-resedencial-avelino-bairro-sao-sebastiao-proximo-av-das-torres-rotator-1336932553,60 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.500,Cuiabá -  MT
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/imoveis/locacao-casa-em-condominio-porto-alegre-rs-brasil-1336932475,122 metros quadrados,2 quartos,1 vaga de garagem,3 banheiros,R$ 4.500,Porto Alegre -  RS
https://am.olx.com.br/regiao-de-manaus/imoveis/alugo-otima-casa-no-riacho-doce-cidade-nova-1336932348,120 metros quadrados,3 quartos,3 vagas de garagem,2 banheiros,R$ 2.200,Manaus -  AM
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/aluga-se-casa-2-quartos-no-bairro-havai-contato-31-1332672875,110 metros quadrados,2 quartos,2 vagas de garagem,3 banheiros,R$ 3.900,Belo Horizonte -  MG
https://ba.olx.com.br/grande-salvador/imoveis/casa-em-itapua-1335355714,150 metros quadrados,4 quartos,1 vaga de garagem,4 banheiros,R$ 3.000,Salvador -  BA
https://pe.olx.com.br/grande-recife/imoveis/casas-mobiliadas-a-beira-mar-do-janga-1331376902,50 metros quadrados,,1 vaga de garagem,,R$ 1.200,Paulista -  PE
https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/imoveis/casa-aconchegante-mobiliada-1316166413,60 metros quadrados,,5 ou mais vagas de garagem,2 banheiros,R$ 3.000,Petrópolis -  RJ
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/imoveis/casa-novo-hamburgo-rs-1336932339,193 metros quadrados,3 quartos,,3 banheiros,R$ 3.600,Novo Hamburgo -  RS
https://pe.olx.com.br/grande-recife/imoveis/kitnet-1336932116,40 metros quadrados,,,,R$ 400,Recife -  PE
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/alugo-kitinet-mobiliada-com-agua-e-internet-inclusos-1336931732,,,,,R$ 800,Blumenau -  SC
https://df.olx.com.br/distrito-federal-e-regiao/imoveis/alugo-casa-em-arniqueiras-1336931722,400 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 2.200,Brasília -  DF
https://es.olx.com.br/sul-do-espirito-santo/imoveis/casa-com-terraco-para-locacao-1336931592,95 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 1.600,Cachoeiro De Itapemirim -  ES
https://pa.olx.com.br/regiao-de-belem/imoveis/aluga-se-casa-em-mosqueiro-na-rua-15-de-novembro-vila-terreo-1336930683,,2 quartos,1 vaga de garagem,,R$ 750,Belém -  PA
https://sp.olx.com.br/baixada-santista-e-litoral-sul/imoveis/casa-em-condominio-1336930630,50 metros quadrados,2 quartos,1 vaga de garagem,,R$ 2.500,Praia Grande -  SP
https://rn.olx.com.br/rio-grande-do-norte/imoveis/kit-net-neopolis-1336930402,,2 quartos,,,R$ 500,Natal -  RN
https://ce.olx.com.br/fortaleza-e-regiao/imoveis/casa-com-3-dormitorios-150-m-venda-por-r-380-000-00-ou-aluguel-por-r-2-106-50-mes-1319436847,150 metros quadrados,3 quartos,2 vagas de garagem,,R$ 2.000,Fortaleza -  CE
https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-mobiliada-em-serraria-biguacu-1336930140,,,1 vaga de garagem,,R$ 1.000,Biguaçu -  SC
https://rj.olx.com.br/norte-do-estado-do-rio/imoveis/apartamento-aproximadamente-100-metros-quadrados-1336930116,100 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 1.412,Campos dos Goytacazes -  RJ
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/imovel-comercial-1336930019,400 metros quadrados,5 ou mais quartos,5 ou mais vagas de garagem,2 banheiros,R$ 3.990,São José do Rio Preto -  SP
https://ba.olx.com.br/grande-salvador/imoveis/terras-alphaville-camacari-direto-com-proprietario-1336929945,312 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 6.500,Camaçari -  BA
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-5-quartos-a-venda-ou-para-locacao-em-santo-amaro-sp-1336929908,850 metros quadrados,5 ou mais quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 35.000,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-4-quartos-a-venda-ou-para-locacao-em-santo-amaro-sp-1336929706,426 metros quadrados,4 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 15.000,São Paulo -  SP
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cama-de-solteiro-1336929692,,2 quartos,,2 banheiros,R$ 150,Belo Horizonte -  MG
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/contagem-casa-padrao-novo-progresso-1336929679,70 metros quadrados,,,,R$ 1.300,Contagem -  MG
https://sp.olx.com.br/baixada-santista-e-litoral-sul/imoveis/alugo-casa-1336929596,,,1 vaga de garagem,2 banheiros,R$ 900,São Vicente -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/excelente-imovel-comercial-atendendo-diversos-segmentos-em-horto-florestal-sao-paulo-s-1336929383,110 metros quadrados,2 quartos,,2 banheiros,R$ 4.100,São Paulo -  SP
https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/imoveis/apartamento-mobiliado-no-sim-parque-flora-1306148551,42 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.600,Feira de Santana -  BA
https://sp.olx.com.br/grande-campinas/imoveis/casa-mobiliada-alojamento-e-pousada-1318253247,,4 quartos,1 vaga de garagem,4 banheiros,R$ 900,Campinas -  SP
https://pr.olx.com.br/regiao-de-ponta-grossa-e-guarapuava/imoveis/sobrado-para-aluguel-3-quarto-s-nova-russia-ponta-grossa-2587-1336928992,170 metros quadrados,3 quartos,3 vagas de garagem,3 banheiros,R$ 2.500,Ponta Grossa -  PR
